"school","source","md5","retrieved","processed","year","B1_men_full_new_undergrad","B1_men_full_first_undergrad","B1_men_full_other_undergrad","B1_men_full_degree_undergrad","B1_men_full_credit_undergrad","B1_men_full_total_undergrad","B1_men_part_new_undergrad","B1_men_part_first_undergrad","B1_men_part_other_undergrad","B1_men_part_degree_undergrad","B1_men_part_credit_undergrad","B1_men_part_total_undergrad","B1_men_full_new_grad","B1_men_full_other_grad","B1_men_full_degree_grad","B1_men_full_credit_grad","B1_men_full_total_grad","B1_men_part_new_grad","B1_men_part_other_grad","B1_men_part_degree_grad","B1_men_part_credit_grad","B1_men_part_total_grad","B1_men_full_total","B1_men_part_total","B1_women_full_new_undergrad","B1_women_full_first_undergrad","B1_women_full_other_undergrad","B1_women_full_degree_undergrad","B1_women_full_credit_undergrad","B1_women_full_total_undergrad","B1_women_part_new_undergrad","B1_women_part_first_undergrad","B1_women_part_other_undergrad","B1_women_part_degree_undergrad","B1_women_part_credit_undergrad","B1_women_part_total_undergrad","B1_women_full_new_grad","B1_women_full_other_grad","B1_women_full_degree_grad","B1_women_full_credit_grad","B1_women_full_total_grad","B1_women_part_new_grad","B1_women_part_other_grad","B1_women_part_degree_grad","B1_women_part_credit_grad","B1_women_part_total_grad","B1_women_full_total","B1_women_part_total","B1_other_full_new_undergrad","B1_other_full_first_undergrad","B1_other_full_other_undergrad","B1_other_full_degree_undergrad","B1_other_full_credit_undergrad","B1_other_full_total_undergrad","B1_other_part_new_undergrad","B1_other_part_first_undergrad","B1_other_part_other_undergrad","B1_other_part_degree_undergrad","B1_other_part_credit_undergrad","B1_other_part_total_undergrad","B1_other_full_new_grad","B1_other_full_other_grad","B1_other_full_degree_grad","B1_other_full_credit_grad","B1_other_full_total_grad","B1_other_part_new_grad","B1_other_part_other_grad","B1_other_part_degree_grad","B1_other_part_credit_grad","B1_other_part_total_grad","B1_other_full_total","B1_other_part_total","B1_undergrad","B1_grad","B1_total","G1_first_year_private","G1_first_year_public_district","G1_first_year_public_state","G1_first_year_public_out_state","G1_first_year_non_resident","G1_first_year_fees","G1_first_year_food_room","G1_first_year_room","G1_first_year_food","G1_first_year_total","G1_undergraduate_private","G1_undergraduate_public_district","G1_undergraduate_public_state","G1_undergraduate_public_out_state","G1_undergraduate_non_resident","G1_undergraduate_fees","G1_undergraduate_food_room","G1_undergraduate_room","G1_undergraduate_food","G1_undergraduate_total","G1_total","G5_resident_book_supplies","G5_resident_room","G5_resident_food","G5_resident_room_food","G5_resident_transport","G5_resident_other","G5_commuter_home_book_supplies","G5_commuter_home_room","G5_commuter_home_food","G5_commuter_home_room_food","G5_commuter_home_transport","G5_commuter_home_other","G5_commuter_not_home_book_supplies","G5_commuter_not_home_room","G5_commuter_not_home_food","G5_commuter_not_home_room_food","G5_commuter_not_home_transport","G5_commuter_not_home_other","H1_need_scholarship_federal","H1_need_scholarship_state","H1_need_scholarship_institutional","H1_need_scholarship_external","H1_need_scholarship_total","H1_need_self_loan","H1_need_self_federal","H1_need_self_other","H1_need_self_total","H1_need_parent_loan","H1_need_waiver","H1_need_athletic","H1_non_need_scholarship_federal","H1_non_need_scholarship_state","H1_non_need_scholarship_institutional","H1_non_need_scholarship_external","H1_non_need_scholarship_total","H1_non_need_self_loan","H1_non_need_self_federal","H1_non_need_self_other","H1_non_need_self_total","H1_non_need_parent_loan","H1_non_need_waiver","H1_non_need_athletic"
"Northwestern University","https://enrollment.northwestern.edu/data/../pdf/common-data/2016-17.pdf","0c86f583cee099a9c48295fa7e15c360","Wed Oct  9 07:43:44 2024","Wed Oct 30 16:23:27 2024",2016,973,76,3059,4108,0,4108,0,13,49,62,1,63,1461,3249,NA,41,4751,375,1756,NA,28,2159,NA,NA,1012,72,3024,4108,0,4108,0,12,61,73,1,74,1508,2894,NA,16,4418,350,1145,NA,32,1527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8353,12855,21208,52239,NA,NA,NA,52239,439,16047,NA,NA,NA,52239,NA,NA,NA,52239,439,16047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2595,NA,NA,NA,NA,NA,2595,8159058,2668673,142735371,4266127,157829229,7183067,4594425,NA,11777492,NA,NA,NA,0,0,1394189,1033951,2428140,7660292,NA,NA,7660292,9957035,NA,17217134
"Northwestern University","https://enrollment.northwestern.edu/data/../pdf/common-data/2015-16.pdf","ba471be2272f2e26f3db94dea7b9d118","Wed Oct  9 07:43:44 2024","Wed Oct 30 16:23:27 2024",2015,1019,56,3013,4088,12,4100,0,2,62,64,14,78,1455,3236,NA,36,4727,349,1836,NA,23,2208,NA,NA,999,59,2988,4046,12,4058,1,3,64,68,10,78,1445,2736,NA,20,4201,319,1162,NA,24,1505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8314,12641,20955,50424,NA,NA,NA,50424,431,15489,NA,NA,NA,50424,NA,NA,NA,50424,431,15489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2532,7475027,2307321,131059609,3920679,144762636,10066924,3400000,1880738,15347662,NA,NA,NA,0,0,1092198,937699,2029897,7172845,NA,NA,7172845,9416726,NA,16754812
"Northwestern University","https://enrollment.northwestern.edu/data/../pdf/common-data/2014-15.pdf","8fcc40f7fc82fe47408ee5961aa780a6","Wed Oct  9 07:43:44 2024","Wed Oct 30 16:23:27 2024",2014,1006,50,3024,4080,15,4095,0,0,53,53,10,63,1323,3258,NA,31,4612,360,1657,NA,32,2049,NA,NA,1037,61,3074,4172,11,4183,0,0,59,59,5,64,1342,2661,NA,12,4015,249,970,NA,36,1255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8405,11931,20336,48624,NA,NA,NA,48624,423,14936,NA,NA,NA,48624,NA,NA,NA,48624,423,14936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2457,7030077,2340017,125274860,3628193,138273147,10920029,3400000,2356583,16676612,NA,NA,NA,NA,NA,1680066,884908,2564974,4285188,NA,NA,4285188,10405363,NA,15303978
"Northwestern University","https://enrollment.northwestern.edu/data/../pdf/common-data/2013-14.pdf","07d45796ce1abb746e34a7b2b2116608","Wed Oct  9 07:43:45 2024","Wed Oct 30 16:23:27 2024",2013,988,43,3058,4089,49,4138,0,1,45,46,106,152,1582,3142,NA,3,4727,605,1531,NA,108,2244,NA,NA,1053,33,3178,4264,21,4285,0,0,52,52,61,113,1435,2536,NA,3,3974,340,975,NA,49,1364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8688,12309,20997,46836,NA,NA,NA,46836,415,14389,NA,NA,NA,46836,NA,NA,NA,46836,415,14389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1965,7395993,2418961,123536572,4181337,137532863,12050979,3800000,2346288,18197267,NA,NA,NA,NA,NA,808667,1038431,1847098,7739510,NA,NA,7739510,11893418,NA,15104488
"Northwestern University","https://enrollment.northwestern.edu/data/../pdf/common-data/2012-13.pdf","32b4debee39015dd21152660c4a47124","Wed Oct  9 07:43:45 2024","Wed Oct 30 16:23:27 2024",2012,1027,40,3038,4105,16,4121,0,1,52,53,31,84,1513,3125,NA,44,4682,562,1245,NA,40,1847,NA,NA,1010,44,3218,4272,13,4285,0,1,56,57,53,110,1384,2555,NA,25,3964,433,880,NA,33,1346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8600,11839,20439,45120,NA,NA,NA,45120,399,13862,NA,NA,NA,45120,NA,NA,NA,45120,399,13862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1926,NA,NA,NA,NA,NA,1926,7192599,1848644,118045803,4205689,131292735,13490166,4e+06,2014953,19505119,NA,NA,NA,NA,NA,818049,927437,1745486,8641070,NA,NA,8641070,12921841,NA,14335155
"Northwestern University","https://enrollment.northwestern.edu/data/../pdf/common-data/2011-12.pdf","8e6e78727750aa43b4f5c60126595a81","Wed Oct  9 07:43:45 2024","Wed Oct 30 16:23:27 2024",2011,1028,61,2982,4071,30,4101,0,141,156,297,191,488,1220,2521,NA,36,3777,485,1062,NA,95,1642,NA,NA,1079,56,3183,4318,19,4337,0,171,134,305,235,540,1089,1934,NA,22,3045,321,831,NA,47,1199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9466,9663,19129,43380,NA,NA,NA,43380,399,13329,NA,NA,NA,43380,NA,NA,NA,43380,399,13329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1890,NA,NA,NA,NA,NA,1890,6691435,2259061,99362267,3833161,112145924,13055781,3725000,1818268,18624049,NA,NA,NA,NA,NA,839874,1169792,2009666,8909543,NA,NA,8909543,14607950,NA,13489376
"Northwestern University","https://enrollment.northwestern.edu/data/../pdf/common-data/2010-11.pdf","5ecc49c40473c71f1beab4aecba02498","Wed Oct  9 07:43:46 2024","Wed Oct 30 16:23:27 2024",2010,1002,46,2951,3999,9,4008,0,0,30,30,0,30,1438,2996,NA,45,4479,372,1109,NA,45,1526,NA,NA,1126,41,3203,4370,5,4375,0,0,30,30,0,30,1277,2431,NA,21,3729,345,822,NA,45,1212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8443,10946,19389,41592,NA,NA,NA,41592,391,12780,7270,5510,NA,41592,NA,NA,NA,41592,391,12780,7270,5510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1845,NA,NA,NA,NA,NA,1845,7600451,2299238,93735466,4201750,107836905,18731265,3725000,2098523,24554788,NA,NA,NA,NA,NA,923259,1255366,2178625,2824181,NA,NA,2824181,15923825,NA,12767831
"Northwestern University","https://enrollment.northwestern.edu/data/../pdf/common-data/2009-10.pdf","e93955afe96a22634887693f0f2e2626","Wed Oct  9 07:43:46 2024","Wed Oct 30 16:23:27 2024",2009,1054,55,2925,4034,3,4037,0,3,42,45,57,102,1435,2846,NA,24,4305,354,961,NA,46,1361,NA,NA,1074,48,3243,4365,11,4376,0,4,37,41,81,122,1212,2402,NA,19,3633,283,669,NA,47,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8637,10298,18935,39840,NA,NA,NA,39840,383,12240,6963,5277,NA,39840,NA,NA,NA,39840,383,12240,6963,5277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,1782,NA,NA,NA,NA,984,1782,6940513,2279001,82335654,3416474,94971642,18985423,3700000,1419868,24105291,NA,NA,NA,NA,NA,1010981,1234384,2245365,3895403,NA,NA,3895403,22653345,NA,12410195
"Northwestern University","https://enrollment.northwestern.edu/data/../pdf/common-data/2008-09.pdf","56458aa448a8debb7e009c8c180107db","Wed Oct  9 07:43:47 2024","Wed Oct 30 16:23:27 2024",2008,1006,47,2882,3935,3,3938,0,1,56,57,40,97,1117,2268,NA,10,3395,346,862,NA,45,1253,NA,NA,1072,42,3216,4330,5,4335,0,3,39,42,64,106,1023,1841,NA,10,2874,294,616,NA,24,934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8476,9955,18431,38088,NA,NA,NA,NA,373,11703,6657,5046,NA,38088,NA,NA,NA,NA,373,11703,6657,5046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,1734,NA,NA,NA,NA,984,1734,5204026,2215209,76576623,3190681,87186539,17484422,3400000,1220486,22104908,NA,NA,NA,0,NA,825390,1361208,2186598,4417060,NA,NA,4417060,17650421,NA,12207413
"Northwestern University","https://enrollment.northwestern.edu/data/../pdf/common-data/2007-08.pdf","ca8c0e719c673bebcf0716eb19b688b8","Wed Oct  9 07:43:47 2024","Wed Oct 30 16:23:27 2024",2007,925,65,2838,3828,7,3835,0,0,39,39,35,74,1154,2143,NA,6,3303,349,894,NA,43,1286,NA,NA,1056,62,3154,4272,4,4276,0,0,37,37,62,99,971,1778,NA,13,2762,291,571,NA,36,898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8284,9744,18028,36756,NA,NA,NA,36756,369,11295,6424,4871,NA,36756,NA,NA,NA,36756,369,11295,6424,4871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,1674,NA,NA,NA,NA,984,1674,5361954,2233789,68337512,3263851,79197106,17885373,3300000,1435372,22620745,NA,NA,NA,0,NA,662877,1013934,1676811,3003188,NA,NA,3003188,17865659,NA,11068000
"Northwestern University","https://enrollment.northwestern.edu/data/../pdf/common-data/2000-01.pdf","8ecf449dbd8816e159a445156f99ea82","Wed Oct  9 07:43:51 2024","Wed Oct 30 16:23:27 2024",2000,898,176,2520,3594,6,3600,0,9,66,75,11,86,882,1710,NA,34,2626,242,948,NA,5,1195,NA,NA,987,155,2812,3954,3,3957,0,5,63,68,13,81,756,1259,NA,5,2020,114,492,NA,2,608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7724,7939,15663,25839,NA,NA,NA,NA,7776,NA,4355,3421,NA,25839,NA,NA,NA,NA,7776,NA,4355,3421,NA,NA,1206,NA,NA,NA,510,1380,1206,NA,1157,NA,984,1380,NA,NA,NA,NA,NA,NA,4146371,2443504,NA,2790578,51128185,11519364,3400000,1591614,16510978,0,41747732,0,0,118000,NA,1096152,1214152,2295831,NA,0,2295831,15356888,0,7164446
"Princeton University","https://registrar.princeton.edu/sites/registrar/files/2019-02/common_cds2012.pdf","1110314c8eb80869939a7117576fc6a2","Wed Oct  9 08:42:06 2024","Wed Oct 30 16:23:28 2024",2012,690,4,1973,2667,5,2672,NA,NA,NA,0,50,50,380,1287,NA,19,1686,NA,NA,NA,NA,0,NA,NA,667,3,1918,2588,4,2592,NA,NA,NA,0,22,22,234,747,NA,7,988,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,2674,8010,40170,NA,NA,NA,40170,545,NA,7220,5860,NA,40170,NA,NA,NA,40170,545,NA,7220,5860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3648005,114391,102387922,3409057,109559375,0,615108,2005675,2620783,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,318785,0,0
"Princeton University","https://registrar.princeton.edu/sites/registrar/files/2019-02/common_cds2014.pdf","547f2ea451ffd5289cc528da6367d42d","Wed Oct  9 08:42:07 2024","Wed Oct 30 16:23:28 2024",2014,678,1,2009,2688,11,2699,NA,NA,NA,0,60,60,359,1281,NA,20,1660,NA,NA,NA,NA,0,NA,NA,632,2,1936,2570,6,2576,NA,NA,NA,0,56,56,220,811,NA,6,1037,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5391,2697,8088,41820,NA,NA,NA,NA,13620,NA,7570,6050,NA,41820,NA,NA,NA,NA,13620,NA,7570,6050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2475,NA,NA,NA,NA,NA,NA,4330000,4e+05,122270000,3500000,130500000,0,7e+05,2e+06,2700000,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,525000,NA,NA
"Princeton University","https://registrar.princeton.edu/sites/registrar/files/2019-02/CDS2015-16.pdf","8e4d5954d2b38029c49f5c4edfdf2d25","Wed Oct  9 08:42:08 2024","Wed Oct 30 16:23:28 2024",2015,694,2,2021,2717,12,2729,NA,NA,NA,0,74,74,378,1270,NA,25,1673,NA,NA,NA,NA,0,NA,NA,623,9,1911,2543,5,2548,NA,NA,NA,0,51,51,247,809,NA,7,1063,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5402,2736,8138,43450,NA,NA,NA,NA,14160,NA,7920,6240,NA,43450,NA,NA,NA,NA,14160,NA,7920,6240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,2500,NA,NA,NA,NA,NA,NA,4630000,540000,129340000,3700000,138210000,0,8e+05,2e+06,2800000,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,550000,NA,NA
"Princeton University","https://registrar.princeton.edu/sites/registrar/files/2019-02/CDS_2016-2017.pdf","f7a63c5e125eee8ba969f55e41601020","Wed Oct  9 08:42:08 2024","Wed Oct 30 16:23:28 2024",2016,670,4,2033,2707,10,2717,NA,NA,NA,0,84,84,384,1283,NA,20,1687,NA,NA,NA,NA,0,NA,NA,635,3,1891,2529,5,2534,NA,NA,NA,0,65,65,259,821,NA,14,1094,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5400,2781,8181,45320,NA,NA,NA,NA,14770,NA,8335,6435,NA,45320,NA,NA,NA,NA,14770,NA,8335,6435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,2550,NA,NA,NA,NA,NA,NA,4880000,650000,138870000,3900000,148300000,0,8e+05,2100000,2900000,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,675000,NA,NA
"Princeton University","https://registrar.princeton.edu/sites/registrar/files/2019-02/common_cds_2017-2018.pdf","00af1544dcb3e2a131bfbb72a64ee9dc","Wed Oct  9 08:42:09 2024","Wed Oct 30 16:23:28 2024",2017,647,3,2038,2688,11,2699,NA,NA,NA,0,74,74,394,1317,NA,18,1729,NA,NA,NA,NA,0,NA,NA,658,4,1896,2558,3,2561,NA,NA,NA,0,60,60,276,858,NA,16,1150,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5394,2879,8273,47140,NA,NA,NA,NA,15610,NA,8980,6630,NA,47140,NA,NA,NA,NA,15610,NA,8980,6630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,2450,5630000,650000,151520000,4e+06,161800000,0,850000,3050000,3900000,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,7e+05,NA,NA
"Princeton University","https://registrar.princeton.edu/sites/registrar/files/2019-04/common_cds_2018-2019_0.pdf","3f73e71816ecef0110cc8faed6753f74","Wed Oct  9 08:42:09 2024","Wed Oct 30 16:23:28 2024",2018,680,8,2019,2707,14,2721,NA,NA,NA,0,57,57,398,1356,NA,21,1775,NA,NA,NA,NA,0,NA,NA,658,6,1930,2594,6,2600,NA,NA,NA,0,50,50,269,889,NA,13,1171,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5428,2946,8374,49450,NA,NA,NA,NA,890,16360,9520,6840,NA,49450,NA,NA,NA,NA,NA,16360,9520,6840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,2450,6030000,9e+05,163430000,4500000,174860000,0,850000,2450000,3300000,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,1e+06,NA,NA
"Princeton University","https://registrar.princeton.edu/sites/g/files/toruqf136/files/2020-02/CDS_2019-2020_0.pdf","9bef6d52a1520abd324e896d47a44d58","Wed Oct  9 08:42:09 2024","Wed Oct 30 16:23:28 2024",2019,656,10,2004,2670,15,2685,NA,NA,NA,0,45,45,378,1404,NA,17,1799,NA,NA,NA,NA,0,NA,NA,679,5,1954,2638,5,2643,NA,NA,NA,0,49,49,269,920,NA,9,1198,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5422,2997,8419,51870,NA,NA,NA,NA,930,17150,10090,7060,NA,51870,NA,NA,NA,NA,NA,17150,10090,7060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,2450,6830000,8e+05,175713900,4950000,188293900,NA,850000,2450000,3300000,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,1200000,NA,NA
"Princeton University","https://registrar.princeton.edu/sites/g/files/toruqf136/files/documents/CDS_2022-2023.pdf","5a491c041e70da784d996d933a80ed50","Wed Oct  9 08:42:10 2024","Wed Oct 30 16:23:28 2024",2022,735,20,2007,2762,7,2769,NA,NA,NA,0,34,34,420,1432,NA,11,1863,NA,NA,NA,NA,0,NA,NA,762,7,1996,2765,6,2771,NA,NA,NA,0,30,30,321,1038,NA,14,1373,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,1,NA,1,2,NA,NA,5604,3238,8842,59710,NA,NA,NA,NA,NA,19380,11400,7980,NA,59710,NA,NA,NA,NA,NA,19380,11400,7980,NA,NA,1050,NA,NA,NA,900,3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7100000,1300000,199418055,4200000,212018055,746247,850000,NA,1596247,NA,NA,NA,NA,NA,NA,NA,NA,2269647,NA,NA,2269647,9291514,NA,NA
"Princeton University","https://registrar.princeton.edu/sites/g/files/toruqf136/files/documents/CDS_2023-2024.pdf","2ff845441dd8a06ecbd3060e53c0855b","Wed Oct  9 08:42:10 2024","Wed Oct 30 16:23:28 2024",2023,668,22,2054,0,34,34,NA,NA,NA,NA,NA,2793,419,1401,NA,10,1830,NA,NA,NA,NA,NA,NA,NA,696,11,2128,2835,4,2839,NA,NA,NA,NA,NA,2874,NA,1055,NA,NA,1420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,4,349,1,NA,16,1,NA,NA,NA,NA,NA,NA,NA,5671,3251,8922,62400,NA,NA,NA,NA,NA,20250,11910,8340,NA,62400,NA,NA,NA,NA,NA,20250,11910,8340,NA,NA,1050,NA,NA,NA,900,3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7740000,1470000,244990275,4300000,258500275,190610,6e+05,NA,790610,NA,NA,NA,NA,NA,NA,NA,NA,1712262,NA,NA,1712262,9155257,NA,NA
"Purdue University","https://www.purdue.edu/idata/products-services/../documents/CDS/CDS_2021-2022.pdf","c9f156f70f78c35a1eb34803e4daf37b","Wed Oct  9 07:44:28 2024","Wed Oct 30 16:23:28 2024",2021,5883,650,13902,20435,3,20438,17,39,695,751,68,819,1232,2708,NA,2,3942,744,2441,NA,77,3262,NA,NA,4257,333,10445,15035,3,15038,34,245,458,737,69,806,898,2014,NA,0,2912,576,1777,NA,69,2422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37101,12538,49639,NA,9208,9208,28010,30010,784,10030,4860,5170,NA,NA,9208,9208,28010,30010,784,10030,4860,5170,NA,NA,1160,NA,NA,NA,250,1630,1160,NA,1680,NA,1690,3160,1160,6810,2020,NA,250,1630,25978748,24573294,53248017,4701294,108501353,44261983,1032955,5755,45300693,11676630,1428308,2780736,26370,3748136,32121539,9848377,45744423,51322902,NA,9701,51332603,19025593,5614186,8248015
"Purdue University","https://www.purdue.edu/idata/products-services/../documents/CDS/CDS_2020-2021.pdf","f78c50ce6b81865d449c5d74186564f5","Wed Oct  9 07:44:29 2024","Wed Oct 30 16:23:28 2024",2020,5104,448,13358,18910,4,18914,46,31,824,901,76,977,857,2583,NA,NA,3440,653,1988,NA,85,2726,NA,NA,3675,249,10229,14153,2,14155,44,214,514,772,102,874,650,1995,NA,NA,2645,554,1499,NA,85,2138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34920,10949,45869,NA,9208,9208,28010,30010,784,10030,4860,5170,NA,NA,9208,9208,28010,30010,784,10030,4860,5170,NA,NA,1160,NA,NA,NA,NA,1630,1160,NA,NA,NA,NA,3160,1160,NA,NA,NA,NA,1630,25050605,24687902,57504440,4826720,112069667,46327426,2099899,6207,48433532,11798465,1392477,3241883,11746,3413005,31110049,10723031,45257831,48622777,NA,15826,48638603,19116725,5718670,7705374
"San Jose State University","https://www.sjsu.edu/irsa/common-data-set//irsa/docs/cds/CDS_2023_2024_FINAL.pdf","c9161b9e1e3eff8464c216a75d0772c6","Thu Oct 10 03:24:04 2024","Wed Oct 30 16:23:28 2024",2023,2155,565,8441,11161,NA,11161,111,243,2544,2898,NA,2898,782,952,NA,NA,1734,367,1248,NA,NA,1615,NA,NA,2158,531,7890,10579,NA,10579,67,215,2112,2394,NA,2394,1038,1608,NA,NA,2646,570,2345,NA,NA,2915,NA,NA,26,4,37,67,NA,67,2,2,8,12,NA,12,8,7,NA,NA,15,6,20,NA,NA,26,NA,NA,27111,8951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52087536,97771137,NA,2178009,154050599,31790213,2657933,NA,34448146,14366753,2013917,6380285,NA,NA,NA,226291,400223,6180019,NA,NA,6180019,8775928,173932,271779
"San Jose State University","https://www.sjsu.edu/irsa/common-data-set//irsa/docs/cds/20230706_CDS_2022-2023.pdf","7ca943ea628c3477b49fd221d3960e3c","Thu Oct 10 03:24:04 2024","Wed Oct 30 16:23:28 2024",2022,2027,582,8583,11192,NA,11192,95,133,2550,2778,NA,2778,NA,1035,NA,NA,1756,NA,1244,NA,NA,1534,NA,NA,1835,481,8071,10387,NA,10387,65,86,2303,2454,NA,2454,NA,1629,NA,NA,2617,NA,2348,NA,NA,2951,NA,NA,15,3,29,47,NA,47,0,0,5,5,NA,5,NA,NA,NA,NA,NA,NA,13,NA,NA,23,NA,NA,26863,8888,NA,NA,5742,5742,17622,17622,2250,15190,10276,4914,NA,NA,5742,5742,17622,17622,2250,15190,10276,4914,NA,NA,938,NA,NA,NA,1106,2406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49960006,100379200,2873198,2499012,155711416,36233165,3128477,NA,39361642,14058854,3115525,3542911,NA,NA,260098,305413,565511,6533576,NA,NA,6533576,9499309,528871,362930
