"school","source","md5","retrieved","processed","year","B1_men_full_new_undergrad","B1_men_full_first_undergrad","B1_men_full_other_undergrad","B1_men_full_degree_undergrad","B1_men_full_credit_undergrad","B1_men_full_total_undergrad","B1_men_part_new_undergrad","B1_men_part_first_undergrad","B1_men_part_other_undergrad","B1_men_part_degree_undergrad","B1_men_part_credit_undergrad","B1_men_part_total_undergrad","B1_men_full_new_grad","B1_men_full_other_grad","B1_men_full_degree_grad","B1_men_full_credit_grad","B1_men_full_total_grad","B1_men_part_new_grad","B1_men_part_other_grad","B1_men_part_degree_grad","B1_men_part_credit_grad","B1_men_part_total_grad","B1_men_full_total","B1_men_part_total","B1_women_full_new_undergrad","B1_women_full_first_undergrad","B1_women_full_other_undergrad","B1_women_full_degree_undergrad","B1_women_full_credit_undergrad","B1_women_full_total_undergrad","B1_women_part_new_undergrad","B1_women_part_first_undergrad","B1_women_part_other_undergrad","B1_women_part_degree_undergrad","B1_women_part_credit_undergrad","B1_women_part_total_undergrad","B1_women_full_new_grad","B1_women_full_other_grad","B1_women_full_degree_grad","B1_women_full_credit_grad","B1_women_full_total_grad","B1_women_part_new_grad","B1_women_part_other_grad","B1_women_part_degree_grad","B1_women_part_credit_grad","B1_women_part_total_grad","B1_women_full_total","B1_women_part_total","B1_other_full_new_undergrad","B1_other_full_first_undergrad","B1_other_full_other_undergrad","B1_other_full_degree_undergrad","B1_other_full_credit_undergrad","B1_other_full_total_undergrad","B1_other_part_new_undergrad","B1_other_part_first_undergrad","B1_other_part_other_undergrad","B1_other_part_degree_undergrad","B1_other_part_credit_undergrad","B1_other_part_total_undergrad","B1_other_full_new_grad","B1_other_full_other_grad","B1_other_full_degree_grad","B1_other_full_credit_grad","B1_other_full_total_grad","B1_other_part_new_grad","B1_other_part_other_grad","B1_other_part_degree_grad","B1_other_part_credit_grad","B1_other_part_total_grad","B1_other_full_total","B1_other_part_total","B1_undergrad","B1_grad","B1_total","G1_first_year_private","G1_first_year_public_district","G1_first_year_public_state","G1_first_year_public_out_state","G1_first_year_non_resident","G1_first_year_fees","G1_first_year_food_room","G1_first_year_room","G1_first_year_food","G1_first_year_total","G1_undergraduate_private","G1_undergraduate_public_district","G1_undergraduate_public_state","G1_undergraduate_public_out_state","G1_undergraduate_non_resident","G1_undergraduate_fees","G1_undergraduate_food_room","G1_undergraduate_room","G1_undergraduate_food","G1_undergraduate_total","G1_total","G5_resident_book_supplies","G5_resident_room","G5_resident_food","G5_resident_room_food","G5_resident_transport","G5_resident_other","G5_commuter_home_book_supplies","G5_commuter_home_room","G5_commuter_home_food","G5_commuter_home_room_food","G5_commuter_home_transport","G5_commuter_home_other","G5_commuter_not_home_book_supplies","G5_commuter_not_home_room","G5_commuter_not_home_food","G5_commuter_not_home_room_food","G5_commuter_not_home_transport","G5_commuter_not_home_other","H1_need_scholarship_federal","H1_need_scholarship_state","H1_need_scholarship_institutional","H1_need_scholarship_external","H1_need_scholarship_total","H1_need_self_loan","H1_need_self_federal","H1_need_self_other","H1_need_self_total","H1_need_parent_loan","H1_need_waiver","H1_need_athletic","H1_non_need_scholarship_federal","H1_non_need_scholarship_state","H1_non_need_scholarship_institutional","H1_non_need_scholarship_external","H1_non_need_scholarship_total","H1_non_need_self_loan","H1_non_need_self_federal","H1_non_need_self_other","H1_non_need_self_total","H1_non_need_parent_loan","H1_non_need_waiver","H1_non_need_athletic"
"Kennesaw State University","https://ir.kennesaw.edu/publications//publications/common-data-set-pdfs/cds_fy_2009.pdf","5130bc097f3160c3800deaa90679d622","Thu Oct 10 03:23:51 2024","Wed Oct 30 16:23:24 2024",2008,1065,146,4678,5889,10,5899,32,34,1693,1759,19,1778,109,236,NA,5,350,153,364,NA,32,549,NA,NA,NA,NA,NA,NA,NA,NA,63,63,2877,3003,18,3021,NA,NA,NA,NA,NA,201,549,NA,54,804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19171,2278,21449,NA,NA,3996,15972,15972,946,6593,4737,1856,NA,NA,NA,3996,15972,15972,946,4977,4737,240,NA,NA,NA,NA,NA,NA,1155,1659,NA,NA,NA,NA,2310,1659,NA,NA,NA,NA,2310,1659,15493334,0,NA,NA,15575234,NA,584513,0,17483506,NA,NA,NA,0,33187043,NA,NA,34146505,NA,NA,0,23869045,702657,4067020,240359
"Kennesaw State University","https://ir.kennesaw.edu/publications//publications/common-data-set-pdfs/cds_fy_2008.pdf","0c44433692a7a3b3509bc372cc85ff33","Thu Oct 10 03:23:51 2024","Wed Oct 30 16:23:24 2024",2007,919,506,3930,5355,10,5365,49,177,1602,1828,19,1847,126,179,NA,9,314,146,433,NA,42,621,NA,NA,1355,691,5880,7926,10,7936,57,292,2755,3104,17,3121,202,365,NA,10,577,184,574,NA,64,822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18269,2334,20603,NA,NA,3196,12778,12778,948,NA,4737,NA,NA,NA,NA,2878,11508,11508,948,NA,4737,NA,NA,NA,NA,NA,NA,NA,1050,1508,NA,NA,NA,NA,2100,1508,NA,NA,NA,NA,2100,1508,14267357,0,77130,NA,NA,11953402,190992,0,NA,NA,NA,NA,0,28288024,296875,791568,NA,13546382,NA,0,NA,907601,2357482,202235
"Kennesaw State University","https://ir.kennesaw.edu/publications//publications/common-data-set-pdfs/cds_fy_2007.pdf","8be6d7ebdd202bb29ddaea98ca8d238c","Thu Oct 10 03:23:51 2024","Wed Oct 30 16:23:24 2024",2006,916,712,3322,4950,16,4966,35,284,1577,1896,20,1916,42,165,NA,8,215,195,372,NA,28,595,NA,NA,1398,933,5116,7447,36,7483,56,434,2822,3312,31,3343,167,262,NA,16,445,215,618,NA,58,891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17708,2146,19854,NA,NA,2958,11830,11830,848,NA,4599,NA,NA,NA,NA,2714,10856,10856,848,NA,4599,NA,NA,NA,1000,NA,NA,NA,990,1464,1000,NA,3388,NA,1980,1464,1000,4599,4620,NA,1980,1464,10693780,0,89388,NA,10783168,21340752,370434,0,21711186,NA,NA,NA,NA,25420626,209432,1072118,26702176,20679228,NA,0,20679228,1389782,80000,1130009
"Kennesaw State University","https://ir.kennesaw.edu/publications//publications/common-data-set-pdfs/cds_fy_2005.pdf","5ae81d1a9b7c1fed9164259154e1d305","Thu Oct 10 03:23:52 2024","Wed Oct 30 16:23:25 2024",2004,657,0,3546,4203,31,4234,85,0,1829,1914,24,1938,91,0,NA,149,240,229,0,NA,296,525,NA,NA,1001,0,5358,6359,54,6413,119,0,3322,3441,47,3488,104,0,NA,166,270,306,0,NA,541,847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16073,1882,17955,NA,2438,2438,9754,NA,606,NA,4900,NA,NA,NA,2438,2438,9754,NA,606,NA,4900,NA,NA,NA,1000,NA,NA,NA,933,1380,1000,NA,3193,NA,1866,1380,1000,4488,4620,NA,1866,1380,9986016,NA,NA,0,10063938,19141426,594454,0,19735880,0,77922,0,0,17809414,NA,448176,18443084,14908106,NA,0,14908106,732888,185494,1384652
"Kennesaw State University","https://ir.kennesaw.edu/publications//publications/common-data-set-pdfs/cds_fy_2004.pdf","7bfaac5b6863dd57a7aeb3a9057b3558","Thu Oct 10 03:23:52 2024","Wed Oct 30 16:23:25 2024",2003,843,146,2967,3956,27,3983,100,38,1736,1874,33,1907,41,199,NA,6,246,129,348,NA,40,517,NA,NA,1231,179,4600,6010,52,6062,171,78,3331,3580,49,3629,80,192,NA,14,286,198,564,NA,85,847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15581,1896,17477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4373051,34265,NA,0,4429744,8791077,169272,0,8960349,0,22428,0,0,8031240,NA,182964,8334480,20481740,NA,0,20481740,250281,120276,629236
"Kennesaw State University","https://ir.kennesaw.edu/publications//publications/common-data-set-pdfs/cds_fy_2003.pdf","b5d8b385f23c295d8638603f9b8614a9","Thu Oct 10 03:23:52 2024","Wed Oct 30 16:23:25 2024",2002,719,138,2442,3299,23,3322,121,60,1631,1812,24,1836,57,180,NA,11,248,118,334,NA,39,491,NA,NA,1098,198,3903,5199,54,5253,164,93,3179,3436,46,3482,73,268,NA,11,352,122,475,NA,69,666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13893,1757,15650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,NA,NA,NA,1708,1258,750,NA,1500,NA,1708,1258,750,4260,4260,NA,1708,NA,3502762,34812,NA,NA,3569150,7473094,165943,0,7639037,0,0,NA,0,7452827,NA,NA,7834330,17610108,NA,0,17610108,162615,508383,NA
"Kennesaw State University","https://ir.kennesaw.edu/publications//publications/common-data-set-pdfs/cds_fy_2002.pdf","6dffe8d4b52c59af2c5e8095112e32cb","Thu Oct 10 03:23:52 2024","Wed Oct 30 16:23:25 2024",2001,533,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,749,NA,NA,NA,NA,NA,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,2010,8040,8040,506,NA,31053735,NA,NA,2010,NA,2010,8040,8040,506,NA,31053735,NA,NA,NA,750,NA,NA,NA,854,1258,750,NA,3000,NA,1708,1258,750,NA,NA,NA,1708,1258,4271838,NA,NA,NA,4330014,13305982,1018849,0,14324831,NA,NA,NA,NA,10633297,NA,NA,27160658,8267876,NA,0,8267876,118442,NA,NA
"Kennesaw State University","https://ir.kennesaw.edu/publications//publications/common-data-set-pdfs/cds_fy_2000.pdf","fe59fae27ff815773c8b40b4aac89c16","Thu Oct 10 03:23:53 2024","Wed Oct 30 16:23:25 2024",1999,NA,624,2562,43,NA,4065,NA,506,2285,67,NA,3201,NA,139,NA,2,29,NA,374,NA,72,13148,NA,NA,NA,NA,6,NA,NA,NA,NA,16,20,21,NA,22,NA,NA,NA,NA,16,NA,26,NA,27,1484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1808,NA,1808,7232,7232,498,NA,NA,NA,NA,1808,NA,1808,7232,7232,498,NA,NA,NA,NA,NA,750,NA,NA,NA,1604,1181,750,NA,3439,NA,1604,1181,750,NA,8186,NA,1604,1181,4014386,NA,NA,NA,4056793,NA,68251,NA,11927442,NA,42407,NA,NA,5626406,NA,186873,5920242,NA,NA,NA,6694753,69022,106963,187736
"Lafayette College","https://oir.lafayette.edu/wp-content/uploads/sites/196/2024/05/CDS2023-2024.pdf","1887ba9a3bca14b30f5d73afa43e27fc","Wed Oct  9 07:43:28 2024","Wed Oct 30 16:23:25 2024",2023,377,0,1017,1394,0,18,0,0,9,9,9,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,320,0,1020,1340,0,12,0,0,3,3,9,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,2764,NA,NA,64248,NA,NA,NA,NA,1150,19866,12282,7584,NA,64248,NA,NA,NA,NA,400,19866,12282,7584,NA,NA,1000,NA,NA,NA,250,900,1000,NA,7584,NA,500,900,1000,12282,7584,NA,250,900,2194501,372567,NA,323858,46471903,1695495,475036,347411,2517942,43111,NA,417167,NA,NA,NA,2096969,15384652,5877008,NA,1149173,7026181,4585553,NA,11885464
"Lafayette College","https://oir.lafayette.edu/wp-content/uploads/sites/196/2023/03/CDS2022-2023.pdf","27e2bdeba2d160d8eea07fd8a377e1c7","Wed Oct  9 07:43:28 2024","Wed Oct 30 16:23:25 2024",2022,NA,0,992,1355,1355,NA,NA,0,8,8,9,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,963,1357,1357,NA,NA,0,5,5,8,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2729,NA,2729,61482,NA,NA,NA,NA,1092,18640,11310,7330,NA,61482,NA,NA,NA,NA,342,19084,11754,7330,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,NA,250,900,NA,NA,NA,NA,NA,NA,1885046,309761,40032777,345886,42573470,1942783,475095,412625,2830503,37442,223360,307723,NA,NA,11068934,1778850,12847784,5453869,NA,1007847,6461716,4572747,1536896,10948102
"Lafayette College","https://oir.lafayette.edu/wp-content/uploads/sites/196/2021/12/CDS2021-2022.pdf","5cd691cc76e873f932f374522456b3c1","Wed Oct  9 07:43:28 2024","Wed Oct 30 16:23:25 2024",2021,413,0,970,1383,0,1383,0,0,10,10,2,12,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,369,0,954,1323,0,1323,0,0,3,3,4,7,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2725,NA,2725,58110,NA,NA,NA,NA,1258,17336,10720,6616,NA,58110,NA,NA,NA,NA,508,17336,10720,6616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1634655,267260,40728964,390358,43021237,2325009,558051,358712,3241772,24088,398689,155268,NA,NA,8564667,1753827,10318494,4496276,NA,1045718,5541994,3581336,1360613,10928139
"Lafayette College","https://oir.lafayette.edu/wp-content/uploads/sites/196/2020/08/CDS2019-2020.pdf","99a97e6c2075764acffa75b17816fe89","Wed Oct  9 07:43:29 2024","Wed Oct 30 16:23:25 2024",2019,357,0,934,1291,0,1291,0,0,2,2,12,14,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,341,0,1001,1342,0,1342,0,0,6,6,9,15,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2662,NA,2662,54512,NA,NA,NA,54512,1230,16263,10056,6207,NA,54512,NA,NA,NA,54512,480,16263,10056,6207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1786336,262170,39484752,428129,41961387,2495364,627207,300568,3423139,29632,187607,141956,NA,NA,4901070,1558920,6459990,3975475,NA,1012930,4988405,3563117,1747810,10878058
"Lafayette College","https://oir.lafayette.edu/wp-content/uploads/sites/196/2018/11/CDS2018-2019.pdf","0980f4a9dd609e63e1e623f3ea2d37c2","Wed Oct  9 07:43:29 2024","Wed Oct 30 16:23:25 2024",2018,365,0,872,1237,0,1237,0,0,7,7,18,25,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,368,0,998,1366,0,1366,0,0,6,6,8,14,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2642,NA,2642,54512,NA,NA,NA,54512,1240,16264,10057,6207,NA,54512,NA,NA,NA,54512,490,16264,10057,6207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1479981,295329,34782251,339558,36897119,3038418,689305,321046,4048769,8606,215548,1090337,NA,NA,5879733,1736755,7616488,3615743,NA,982164,4597907,3624376,1692172,9744661
"Lafayette College","https://oir.lafayette.edu/wp-content/uploads/sites/196/2017/11/CDS2017-2018.pdf","1e269253672abe06b7aafbbf3a3ae208","Wed Oct  9 07:43:30 2024","Wed Oct 30 16:23:25 2024",2017,320,0,907,1227,0,1227,0,0,9,9,13,22,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,360,0,964,1324,0,1324,0,0,7,7,14,21,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2594,NA,2594,52415,NA,NA,NA,52415,1215,15640,9670,5970,NA,52415,NA,NA,NA,52415,465,15640,9670,5970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1439610,147279,30216653,320673,32124215,3069634,649222,465111,4183967,27856,275216,723629,NA,NA,6410194,1394985,7805179,3287851,NA,875471,4163322,3514585,1513309,9460791
"Lafayette College","https://oir.lafayette.edu/wp-content/uploads/sites/196/2017/05/CDS2016-2017.pdf","5352908adeaaaa41d33599fde170c34a","Wed Oct  9 07:43:30 2024","Wed Oct 30 16:23:25 2024",2016,299,0,928,1227,0,1227,0,0,7,7,14,21,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,350,0,928,1278,0,1278,0,0,6,6,18,24,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2550,NA,2550,50400,NA,NA,NA,50400,1200,15040,9300,5740,NA,50400,NA,NA,NA,50400,450,15040,9300,5740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1272559,290612,27321612,356313,29241096,3618614,576768,406161,4601543,9233,148192,381765,NA,NA,6494721,1207885,7702606,6177724,NA,847859,7025583,3260145,1541338,8882243
"Lafayette College","https://oir.lafayette.edu/wp-content/uploads/sites/196/2016/03/CDS2015-2016.pdf","19b7fd25e129fac6de420323d4e6d1a4","Wed Oct  9 07:43:31 2024","Wed Oct 30 16:23:25 2024",2015,315,0,958,1273,0,1273,0,0,10,10,13,23,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,357,0,861,1218,0,1218,0,0,4,4,15,19,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2533,NA,2533,48450,NA,NA,NA,48450,1185,14470,8950,5520,NA,48450,NA,NA,NA,48450,435,14470,8950,5520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1250189,256200,25974219,300213,27780821,4274686,550976,353475,5179137,17449,165606,1042956,NA,NA,5891751,1128113,7019864,6001040,NA,861625,6862665,3370755,1116804,7068103
"Lafayette College","https://oir.lafayette.edu/wp-content/uploads/sites/196/2015/04/CDS2014-2015.pdf","d36ba3565292e335e77a5f4c246e7737","Wed Oct  9 07:43:31 2024","Wed Oct 30 16:23:25 2024",2014,332,NA,961,1293,0,1293,0,NA,19,19,18,37,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,316,NA,837,1153,0,1153,0,NA,6,6,14,20,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2503,NA,2503,46590,NA,NA,NA,46590,1170,13920,8610,5310,NA,46590,NA,NA,NA,46590,420,13920,8610,5310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1274245,365263,29003573,313499,30956580,4374996,606579,551388,5532963,6906,303280,41557,NA,NA,5455960,1133110,6589070,4434469,NA,639947,5074416,3425760,1055035,5634781
"Lafayette College","https://oir.lafayette.edu/wp-content/uploads/sites/196/2014/03/CDS2013-2014.pdf","8a4ac04bec7740d4ba9a5320079d388a","Wed Oct  9 07:43:32 2024","Wed Oct 30 16:23:25 2024",2013,329,NA,968,1297,0,1297,0,NA,10,10,19,29,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,306,NA,832,1138,0,1138,0,NA,7,7,15,22,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2486,NA,2486,45230,NA,NA,NA,45230,1155,13520,8360,5160,NA,45230,NA,NA,NA,45230,405,13520,8360,5160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1287142,449393,29444083,320242,31500860,4580734,767397,506126,5854257,6344,281552,86062,NA,NA,4891613,1123710,6015323,4727612,NA,660724,5388336,3476898,1125933,3681782
"Lafayette College","https://oir.lafayette.edu/wp-content/uploads/sites/196/2013/04/CDS2012-2013.pdf","c6369caded39bd0c7444039715985c3d","Wed Oct  9 07:43:32 2024","Wed Oct 30 16:23:25 2024",2012,338,NA,949,1287,0,1287,0,NA,11,11,17,28,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,291,NA,858,1149,2,1151,0,NA,7,7,15,22,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2488,NA,2488,43580,NA,NA,NA,43580,1090,13080,8090,4990,NA,43580,NA,NA,NA,43580,390,13080,8090,4990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1274859,470294,29991351,397140,32133644,4413197,802685,507322,5723204,40684,395041,96931,NA,NA,4434159,1089953,5524112,5409767,NA,656531,6066298,4077176,1287559,1951786
"Lafayette College","https://oir.lafayette.edu/wp-content/uploads/sites/196/2012/02/CDS2011-2012.pdf","f950548775fb33f60d32a4419d79dc44","Wed Oct  9 07:43:32 2024","Wed Oct 30 16:23:25 2024",2011,339,NA,951,1290,1,1291,0,NA,14,14,13,27,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,299,NA,832,1131,1,1132,0,NA,8,8,20,28,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2478,NA,2478,41920,NA,NA,NA,41920,1060,12708,7834,4874,NA,41920,NA,NA,NA,41920,360,12708,7834,4874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1224532,448297,29195350,310225,31178404,4311909,739855,573728,5625492,717629,375111,122971,NA,NA,4260667,1077963,5338630,4803440,NA,625692,5429132,4380500,817759,1835750
"Lafayette College","https://oir.lafayette.edu/wp-content/uploads/sites/196/2011/11/CDS2010_2011.pdf","e504fa7ce2dedb06dc391102a3841ddb","Wed Oct  9 07:43:33 2024","Wed Oct 30 16:23:25 2024",2010,353,0,902,1255,2,1257,1,0,9,10,19,29,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,294,0,811,1105,0,1105,0,0,5,5,18,23,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2414,NA,2414,40340,NA,NA,NA,40340,1018,12362,7580,4782,NA,40340,NA,NA,NA,40340,318,12362,7580,4782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1445972,339332,27921687,291466,29998457,4113625,791608,534015,5439248,1586357,220474,139367,0,0,4023030,890167,4913197,4700837,NA,625203,5326040,3716869,876396,1636604
"Lafayette College","https://oir.lafayette.edu/wp-content/uploads/sites/196/2010/12/CDS2009_2010.pdf","8a1b542a67ce58bcfdd038e81dd1d79b","Wed Oct  9 07:43:33 2024","Wed Oct 30 16:23:25 2024",2009,318,NA,939,1257,1,1258,0,NA,10,10,11,21,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,298,NA,808,1106,1,1107,0,NA,5,5,15,20,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2406,NA,2406,38810,NA,NA,NA,38810,1005,11959,7265,4694,NA,38810,NA,NA,NA,38810,305,11959,7265,4694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1318052,411965,28306708,427691,30464416,3525019,639077,562780,4726876,2774002,234653,44046,0,0,3978170,944921,4923091,4824903,NA,609642,5434545,3138398,850517,1573055
"Lafayette College","https://oir.lafayette.edu/wp-content/uploads/sites/196/2010/12/CDS2008_2009.pdf","30220bbc85ab309ec0a5905b85b04672","Wed Oct  9 07:43:33 2024","Wed Oct 30 16:23:25 2024",2008,330,NA,926,1256,2,1258,0,NA,14,14,15,29,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,271,NA,805,1076,0,1076,0,NA,6,6,13,19,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2382,NA,2382,37520,NA,NA,NA,37520,970,11799,7105,4694,NA,37520,NA,NA,NA,37520,295,7105,7105,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,930632,522250,25187534,763890,27404306,4061111,342423,713690,5117224,2195104,543750,11000,0,0,2731191,705293,3436484,2862112,NA,326229,3188341,6660482,676459,606530
